"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District"
"22042","GRAMEENA JANA JEEVANA TEJAM GODAVARI","APTEL/2009/28876","08-09-2009","Telugu","Daily","BOLLA SATISH BABU","BOLLA SATISH BABU","Andhra Pradesh","Visakhapatnam"
"22043","GRAMEENA JANA JEEVANA TEJAM GODAVARI","APTEL/2016/70679","15-03-2017","Telugu","Daily","BOLLA SATISH BABU","BOLLA SATISH BABU","Andhra Pradesh","Krishna"
"22044","GRAMEENA JANA JEEVANA TEJAM GODAVARI","TELTEL/2017/71931","25-05-2017","Telugu","Daily","BOLLA SATISH BABU","BOLLA SATISH BABU","Telangana","Bhadradri Kothagudem"
"22045","GRAMEENA JANA JEEVANA TEJAM GODAVARI","APTEL/25/A2830","23-09-2025","Telugu","Daily","BOLLA SATISH BABU","BOLLA SATISH BABU","Andhra Pradesh","Chittoor"
"22046","GRAMEENA JANA JEEVANA TEJAM GODAVARI","TELTEL/2016/67789","12-07-2016","Telugu","Daily","BOLLA SATISH BABU","BOLLA SATISH BABU","Telangana","Nizamabad"
"22047","GRAMEENA JANA JEEVANA TEJAM GODAVARI","APTEL/25/A3129","10-10-2025","Telugu","Daily","BOLLA SATISH BABU","BOLLA SATISH BABU","Andhra Pradesh","Y.S.R."
"22048","GRAMEENA JANA JEEVANA TEJAM GODAVARI","TELTEL/2016/66193","22-02-2016","Telugu","Daily","BOLLA SATISH BABU","BOLLA SATISH BABU","Telangana","Hyderabad"
"22049","GRAMEENA JANA JEEVANA TEJAM GODAVARI","APTEL/2003/13605","05-11-2004","Telugu","Daily","B SATISH BABU","BOLLA SATISH BABU","Andhra Pradesh","East Godavari"
"22050","GRAMEENA RAKSHANA","APTEL/2010/35103","03-01-2011","Telugu","Monthly","M. RAJU","M. RAJU","Andhra Pradesh","Nizamabad"
"22051","GRAMEENI","APTEL/2004/16363","29-03-2006","Telugu","Monthly","MARE JOSEPH SAMUEL","MARE JOSEPH SAMUEL","Andhra Pradesh","Kakinada"
"22052","GRAMIN BANDHU","MPHIN/26/A5031","12-06-2026","Hindi","Monthly","arti yadav","arti yadav","Madhya Pradesh","Bhopal"
"22053","GRAMIN BANDHU","MPHIN/2023/90667","23-04-2025","HINDI","Quarterly","ARTI YADAV","ARTI YADAV","Madhya Pradesh","Bhopal"
"22054","GRAMIN BHARAT","18851","01-01-1969","Marathi, Hindi","Weekly","R R SENGAR","R R SENGAR","Maharashtra","Pune"
"22055","GRAMIN BHARAT KI PUKAR","MPHIN/26/A2858","28-04-2026","Hindi","Daily","vineet shrivastava","vineet shrivastava","Madhya Pradesh","Bhopal"
"22056","GRAMIN BHARAT KI PUKAR","MPHIN/2020/83804","17-04-2023","Hindi","Monthly","VINEET SHRIVASTAVA","VINEET SHRIVASTAVA","Madhya Pradesh","Bhopal"
"22057","GRAMIN CHAHAL PAHAL","BIHHIN/2017/73915","21-11-2017","Hindi","Monthly","PREM KUMAR VIDHARTHI","PREM KUMAR VIDHARTHI","Bihar","Patna"
"22058","GRAMIN CHARCHA NARMADANCHAL","67343","01-01-1996","Hindi","Monthly","RAMESH CHANDRA BAKORIA","RAMESH CHANDRA BAKORIA","Madhya Pradesh","Bhopal"
"22059","GRAMIN CHITTHI","UTTHIN/2005/15114","17-11-2011","Hindi","Weekly","NIRMALA   BHATT","NIRMALA  BHATT","Uttarakhand","Dehradun"
"22060","GRAMIN CHOBARA","56781","09-07-1993","Hindi","Weekly","SUNIL KUMAR","SUNIL KUMAR","Uttar Pradesh","Meerut"
"22061","GRAMIN DAK GARJANA","MAHMAR/2017/74279","18-04-2018","Marathi","Monthly","RAJKUMAR NAGNATH ATKARE","RAJKUMAR NAGNATH ATKARE","Maharashtra","Solapur"
"22062","GRAMIN DAKHAL","MAHMAR/2000/02316","04-11-2000","MARATHI","Weekly","SNEHA MAHENDRA PATIL","SNEHA MAHENDRA PATIL","Maharashtra","Wardha"
"22063","GRAMIN DANKA","MAHMAR/2015/64574","06-11-2015","Marathi","Weekly","DESHMUKH DIPENDRASING DULESING","DESHMUKH DIPENDRASING DULESING","Maharashtra","Dhule"
"22064","GRAMIN DIVYASTRA","DELHIN/2012/42945","15-06-2012","HINDI","Weekly","RAMVEER BHARDWAJ","RAMVEER BHARDWAJ","Delhi","New Delhi"
"22065","GRAMIN DRASHTI","UPHIN/25/A0359","22-05-2025","Hindi","Weekly","Ram Milan","Ram Milan","Uttar Pradesh","Unnao"
"22066","GRAMIN EXPRESS","ORBIL/25/A0422","23-05-2025","Oriya, English","Weekly","Dambarudhar Durga","Dambarudhar Durga","Odisha","Kalahandi"
"22067","GRAMIN GARIMA","MPHIN/2011/50183","07-06-2013","Hindi","Daily","MAHESH SHARMA","MAHESH SHARMA","Madhya Pradesh","Bhopal"
"22068","GRAMIN GUNHE","MAHMAR/2015/62212","27-05-2015","Marathi","Annual","Khushal Arvind Vispute","KHUSHAL ARVIND VISPUTE","Maharashtra","Thane"
"22069","GRAMIN HAAT","MPHIN/2023/89630","16-10-2024","HINDI","Monthly","AMIT JOSHI","AMIT JOSHI","Madhya Pradesh","Indore"
"22070","GRAMIN HALDHAR","56252","05-02-1993","Hindi","Fortnightly","BHAWANI SHANKAR SWAMI","BHAWANI SHANKAR SWAMI","Rajasthan","Jaipur"
"22071","GRAMIN HIMALAYA","UTTHIN/2010/36530","29-03-2011","Hindi","Weekly","JAGMOHAN SINGH","JAGMOHAN SINGH","Uttarakhand","Garhwal"
"22072","Gramin Jamavat","GJGUJ/25/A0465","27-05-2025","Gujarati","Weekly","Patel Nileshkumar","Patel Nileshkumar","Gujarat","Banaskantha"
"22073","GRAMIN JAN CHETNA","48706","12-12-2005","Hindi","Fortnightly","DINESH RAJPUROHIT","DINESH RAJPUROHIT","Rajasthan","Jodhpur"
"22074","GRAMIN KA JEEVANSTAR","MPHIN/2022/90736","20-05-2025","HINDI","Monthly","RESHMA HASSAN","RESHMA HASSAN","Madhya Pradesh","Bhopal"
"22075","GRAMIN KA JEEVANSTAR","MPHIN/2020/79378","15-02-2021","Hindi","Quarterly","RESHMA HASAN","RESHMA HASAN","Madhya Pradesh","Bhopal"
"22076","GRAMIN KANCHAN","49067","24-02-2012","Hindi","Monthly","SAROJ CHOUDHARY","SAROJ CHOUDHARY","Jharkhand","Ranchi"
"22077","GRAMIN KANCHAN","DELHIN/2013/53823","07-01-2014","Hindi","Monthly","SAROJ CHOUDHARY","SAROJ CHOUDHARY","Delhi","New Delhi"
"22078","GRAMIN KARBHARI","MAHMAR/2015/64346","16-10-2015","Marathi","Weekly","SANJAY TARANCHAND JADHAV","SANJAY TARANCHAND JADHAV","Maharashtra","Jalna"
"22079","GRAMIN KHABAR","MPHIN/2023/88554","19-08-2024","HINDI","Weekly","RANJEET PRASAD PASWAN","RANJEET PRASAD PASWAN","Madhya Pradesh","Chhindwara"
"22080","GRAMIN KRISHAK KA WATAN","67785","03-06-1998","Hindi","Monthly","S. KHAN","S.KHAN","Madhya Pradesh","Bhopal"
"22081","GRAMIN MANCH","UPHIN/2023/54391","03-02-2014","Hindi","Weekly","SEEMA DEVI","SEEMA DEVI","Uttar Pradesh","Lucknow"
"22082","GRAMIN MANCH","UPHIN/26/A1435","25-02-2026","Hindi","Monthly","Seema Devi","Seema Devi","Uttar Pradesh","Lucknow"
"22083","GRAMIN MEDIA","RJHIN/25/A5256","17-12-2025","Hindi","Monthly","KISHORI LAL SAINI","KISHORI LAL SAINI","Rajasthan","Jhunjhunu"
"22084","GRAMIN METRO","MPHIN/26/A5306","18-06-2026","Hindi","Monthly","BRIJESH KUMAR YADAV","BRIJESH KUMAR YADAV","Madhya Pradesh","Bhopal"
"22085","GRAMIN METRO","MPHIN/2023/90668","23-04-2025","HINDI","Quarterly","BRIJESH KUMAR YADAV","BRIJESH KUMAR YADAV","Madhya Pradesh","Bhopal"
"22086","Gramin najar","JHHIN/26/A7029","17-08-2026","Hindi","Monthly","Nirmal Mahto","Nirmal Mahto","Jharkhand","Bokaro"
"22087","GRAMIN NETRUTVA","MAHMAR/2008/26896","28-01-2009","Marathi","Weekly","BABASAHEB KACHRU KOLTE","BABASAHEB KACHRU KOLTE","Maharashtra","Jalna"
"22088","GRAMIN PARAMPARA","UTTHIN/2012/47442","11-01-2013","Hindi","Weekly","MIRA","MIRA","Uttarakhand","Garhwal"
"22089","GRAMIN PARIKRAMA","MPHIN/2009/29052","05-10-2009","Hindi","Monthly","SANDHYA PATHAK","SANDHYA PATHAK","Madhya Pradesh","Bhopal"
"22090","GRAMIN POLICE","MAHMAR/2013/54018","15-01-2014","Marathi","Monthly","KHUSHAL ARVIND VISPUTE","KHUSHAL ARVIND VISPUTE","Maharashtra","Thane"
"22091","GRAMIN REHVASI KA VIKAS","MPHIN/2022/87080","29-04-2024","Hindi","Quarterly","YASIR","YASIR","Madhya Pradesh","Bhopal"
"22092","GRAMIN REHVASI KA VIKAS","MPHIN/2020/80421","28-10-2021","Hindi","Monthly","YASIR","YASIR","Madhya Pradesh","Bhopal"
"22093","GRAMIN ROSHNI","UPURD/2018/74477","23-01-2018","Urdu","Daily","PRADEEP KUMAR","PRADEEP KUMAR","Uttar Pradesh","Bareilly"
"22094","GRAMIN SABUJ RASHMI","53181","11-02-1994","Bengali","Fortnightly","PULOCK KUMAR CHATTERJEE","MUNNA CHATTERJEE (GHOSHAL)","West Bengal","Birbhum"
"22095","GRAMIN SAHARA","UTTHIN/2009/28951","18-09-2009","Hindi","Daily","SAROJ PANDEY","U.P.GRAMIN PATARKAR PARISHAD","Uttarakhand","Dehradun"
"22096","GRAMIN SAHARA","UPURD/2009/28656","13-08-2009","Urdu","Daily","SHARAT CHANDRA","U.P.GRAMIN PATARKAR PARISHAD","Uttar Pradesh","Lucknow"
"22097","GRAMIN SAHARA","61007","12-12-1994","Hindi","Monthly","SAROJ PANDEY","UPGRAMIN PATARKAR PARISAD","Uttar Pradesh","Lucknow"
"22098","GRAMIN SAHARA","70040","16-08-2011","Hindi","Daily","SHARAT CHANDRA","UPGRAMIN PATARKAR PARISHAD","Uttar Pradesh","Lucknow"
"22099","GRAMIN SAHARA","UPURD/2008/27044","17-02-2009","Urdu","Daily","SAROJ PANDEY","U.P.GRAMIN PATARKAR PARISHAD","Uttar Pradesh","Hardoi"
"22100","GRAMIN SAHARA","DELHIN/2007/19877","25-05-2007","Hindi","Daily","SHARAT CHANDRA","U.P.GRAMIN PATARKAR PARISHAD","Delhi","New Delhi"
"22101","GRAMIN SAHARA","72340","09-12-1999","Hindi","Daily","SAROJ PANDEY","UPGRAMIN PATARKAR PARISAD","Uttar Pradesh","Hardoi"
"22102","GRAMIN SAHARA","UPHIN/2010/31563","22-03-2010","HINDI","Daily","SAROJ PANDEY","U.P.GRAMIN PATARKAR PARISAD","Uttar Pradesh","Lakhimpur Kheri"
"22103","GRAMIN SAHARA","UPHIN/2008/24970","11-08-2008","Hindi","Daily","SAROJ PANDEY","U.P.GRAMIN PATARKAR PARISAD","Uttar Pradesh","Amethi"
"22104","GRAMIN SAHARA","UPURD/2012/43071","21-06-2012","Urdu","Daily","SHARAT CHANDRA","U.P.GRAMIN PATARKAR PARISHAD","Uttar Pradesh","Amethi"
"22105","GRAMIN SAMACHAR","MAHMAR/2010/38625","23-08-2011","Marathi","Weekly","CHHATRAPATI M.CHETULE","CHHATRAPATI M. CHETULE","Maharashtra","Nagpur"
"22106","GRAMIN SAMACHAR","57025","10-02-1994","Marathi","Daily","CHHATRAPATI M.CHETULE","CHHATRAPATI M. CHETULE","Maharashtra","Bhandara"
"22107","GRAMIN SAMACHAR","6341","18-08-1964","Marathi","Weekly","CHHATRAPATI M.CHETULE","CHHATRAPATI M. CHETULE","Maharashtra","Bhandara"
"22108","GRAMIN SAMAY","UTTHIN/2011/41785","27-04-2012","Hindi","Monthly","KISHORE MAITHANI","KISHORE MAITHANI","Uttarakhand","Dehradun"
"22109","GRAMIN SAMAY","UTTHIN/2006/18271","05-04-2011","Hindi","Weekly","KISHORE MAITHANI","KISHORE MAITHANI","Uttarakhand","Garhwal"
"22110","GRAMIN SAMRIDHI","UPHIN/2016/68874","04-10-2016","Hindi","Fortnightly","SANDEEP SHUKLA","SANDEEP SHUKLA","Uttar Pradesh","Basti"
"22111","GRAMIN SAMVAD","UPHIN/2023/89583","14-10-2024","HINDI","Daily","RAMSEWAK PAL","RAM SEWAK PAL","Uttar Pradesh","Lucknow"
"22112","GRAMIN SATTA","UPHIN/2009/30321","07-01-2010","Hindi","Weekly","VIVEK CHANDRA AWASTHI","VIVEKCHANDRA AWASTHI","Uttar Pradesh","Kanpur Nagar"
"22113","GRAMIN SHAKTI","UPHIN/2023/87358","27-05-2024","Hindi","Daily","ANUBHAV SHUKLA","ANUBHAV SHUKLA","Uttar Pradesh","Lucknow"
"22114","GRAMIN SIYASI PRAVAH","UPHIN/2019/86218","01-02-2024","Hindi","Monthly","SEETA DEVI MISHRA","SEETA DEVI MISHRA","Uttar Pradesh","Farrukhabad"
"22115","GRAMIN SUBAH","UPHIN/2021/83192","23-01-2023","Hindi","Daily","SUNITA DEVI","SUNITA DEVI","Uttar Pradesh","Jalaun"
"22116","Gramin Suniyojan","CTHIN/26/A4868","09-06-2026","Hindi","Monthly","Ram Gopal Shrivastava","Ram Gopal Shrivastava","Chhattisgarh","Raipur"
"22117","GRAMIN SWADESH","MPHIN/2011/43098","20-06-2012","Hindi","Monthly","NAFEEZA BANO (SHABANA)","NAFEEZA BANO (SHABANA)","Madhya Pradesh","Bhopal"
"22118","Gramin Tahkikat","UAHIN/24/A0026","17-12-2024","Hindi","Daily","Naveen Kumar","Naveen Kumar","Uttarakhand","Haridwar"
"22119","GRAMIN TELEGRAPH","UPHIN/2016/69808","29-12-2016","Hindi","Weekly","ATUL KUMAR SINGH","ATUL KUMAR SINGH","Uttar Pradesh","Lucknow"
"22120","GRAMIN TIMES","MAHMAR/2016/67030","27-05-2016","Marathi","Weekly","DEEPAK KONDIBA KAMBLE","DEEPAK KONDIBA KAMBLE","Maharashtra","Mumbai"
"22121","GRAMIN TODAY","GJBIL/25/A3214","14-10-2025","Gujarati, Hindi","Weekly","gamit sunilbhai lachhabhai","gamit sunilbhai lachhabhai","Gujarat","Tapi"
"22122","GRAMIN TRUTH","MPBIL/25/A1360","20-06-2025","English, Hindi","Weekly","komal singh","komal singh","Madhya Pradesh","Jabalpur"
"22123","GRAMIN UDAY","MAHMAR/1999/00176","28-01-2000","Marathi","Weekly","MANOHAR SADASHIVRAO SUNE","MANOHAR SADASHIVRAO SUNE","Maharashtra","Amravati"
"22124","GRAMIN UDDESH","MAHMAR/2020/80555","25-11-2021","Marathi","Weekly","KAVERI MAROTI TELANG","KAVERI MAROTI TELANG","Maharashtra","Nanded"
"22125","GRAMIN UDDESH","UPHIN/2023/89554","10-10-2024","HINDI","Daily","SHASHI SHANKAR TIWARI","SHASHI SHANKAR TIWARI","Uttar Pradesh","Lucknow"
"22126","GRAMIN UDDESH","UPHIN/2024/90925","17-06-2025","Hindi","Monthly","SHASHI SHANKAR TIWARI","SHASHI SHANKAR TIWARI","Uttar Pradesh","Lucknow"
"22127","GRAMIN UPBHOKTA","DELHIN/2016/72114","07-06-2017","Hindi","Monthly","BINOD ASHISH","BINOD ASHISH","Delhi","New Delhi"
"22128","GRAMIN VARTAMAN","MAHMAR/2021/81465","09-05-2022","Marathi","Weekly","KARN EKNATH TAMBE","KARN EKNATH TAMBE","Maharashtra","Beed"
"22129","GRAMIN VICHAR","UPHIN/2021/84382","19-05-2023","Hindi","Monthly","Vivek Kumar","Vivek Kumar","Uttar Pradesh","Lucknow"
"22130","GRAMIN VIKASH KA ITIHAS","MPHIN/2019/78156","18-11-2019","Hindi","Monthly","BABULAL BARAR","BABULAL BARAR","Madhya Pradesh","Bhopal"
"22131","GRAMIN VOICE","UPHIN/2016/70485","27-02-2017","Hindi","Weekly","ANITA MALIK","ANITA MALIK","Uttar Pradesh","Muzaffarnagar"
"22132","gramin vyatha","MHMAR/26/A5488","24-06-2026","Marathi","Daily","DIPALI RAJENDRA BUVA","DIPALI RAJENDRA BUVA","Maharashtra","Nandurbar"
"22133","GRAMINA SIMHA","KARKAN/2004/15947","10-01-2006","Kannada","Monthly","MU.VENKATESHAIAH","MU.VENKATESHAIAH","Karnataka","Bengaluru"
"22134","GRAMINA VEDIKA","52723","12-12-2005","Telugu","Daily","M.A. RAWOOF","M.A. RAWOOF","Andhra Pradesh","Vizianagaram"
"22135","GRAMINHIT","MAHMAR/2010/46601","26-11-2012","Marathi","Weekly","AABASAHEB PREMANAND MOTILAL MAHAJAN","AABASAHEB PREMANAND MOTILAL MAHAGAN","Maharashtra","Dhule"
"22136","GRAMJYOT","MAHMAR/2021/84288","12-05-2023","Marathi","Weekly","SUDHIR VISHWASRAO TIKAR","SUDHIR VISHWASRAO TIKAR","Maharashtra","Buldhana"
"22137","GRAMKARTA","MAHBIL/2019/77948","03-09-2019","English, Marathi","Weekly","SUNIL ANANDA BAISANE","SUNIL ANANDA BAISANE","Maharashtra","Dhule"
"22138","GRAMKRANTI","MAHMAR/2011/44123","17-07-2012","Marathi","Weekly","MANGESH MADHUKAR TOMAR","MANGESH MADHUKAR TOMAR","Maharashtra","Buldhana"
"22139","GRAMODAY SANKALP","DELHIN/2017/79666","12-03-2021","Hindi","Quarterly","SANJEEB KUMAR PATJOSHI","MINISTRY OF PANCHAYATI RAJ","Delhi","New Delhi"
"22140","GRAMODAY SANKALP","DELENG/2017/79639","10-03-2021","English","Quarterly","DR. SANJEEB KUMAR PATJOSHI","MINISTRY OF PANCHAYATI RAJ","Delhi","New Delhi"
"22141","GRAMODAYA TIRTH","MPBIL/2014/57519","29-09-2014","English, HINDI","Weekly","MAHESH PUROHIT","MAHESH PUROHIT","Madhya Pradesh","Indore"
"22142","GRAMODHAR","11460","06-05-1967","Marathi","Daily","DHANANJAY R. JADHAV","DHANANJAY R. JADHAV","Maharashtra","Satara"
"22143","GRAMONNATI","MAHMAR/2016/68412","24-08-2016","Marathi","Monthly","YOGESH PADMAKAR PATIL","GRAM SAMRUDDHI ASSOCIATES","Maharashtra","Nashik"
"22144","GRAMOTTHAN ROJGAR","UPENG/2013/51048","25-07-2013","English","Weekly","SANJEEV BAJPAI","SANJEEV BAJPAI","Uttar Pradesh","Kanpur Nagar"
"22145","GRAMPANCHAYAT AANI SARPANCH","MAHMAR/2012/46068","29-10-2012","Marathi","Monthly","SURYABHAN NIVRUTTI JAYBHAYE","SURYABHAN NIVRUTTI JAYBHAYE","Maharashtra","Ahilyanagar"
"22146","GRAMPANCHYAT KAMGAR NEWS","MAHMAR/2018/77509","17-06-2019","Marathi","Monthly","DILIP LAXMAN JADHAV","DILIP LAXMAN JADHAV","Maharashtra","Solapur"
"22147","GRAMPATH TIMES","DELPUN/2011/38495","05-08-2011","Punjabi","Daily","DEVENDRA PRASAD","DEVENDRA PRASAD","Delhi","New Delhi"
"22148","GRAMPRABHA","MAHMAR/2022/82661","07-11-2022","Marathi","Weekly","DILIP DEVRAO AWAGAN","DILIP DEVRAO AWAGAN","Maharashtra","Washim"
"22149","GRAMRAJYA","MAHMAR/2017/72663","26-07-2017","Marathi","Weekly","MANGESH SHANKARRAO TAYADE","MANGESH SHANKAR RAO TAYADE","Maharashtra","Amravati"
"22150","GRAMSANGAM","MAHMAR/2014/59965","03-02-2015","Marathi","Weekly","SANTOSH KRISHNA DHABADE","SANTOSH KRISHNA DHABADE","Maharashtra","Satara"
"22151","GRAMSANTRI","46491","25-02-1988","Gujarati","Weekly","YOGESH BECHARLAL UPADHYAY","YOGESH BECHARLAL UPADHYAY","Gujarat","Kheda"
"22152","GRAMSATTA","68780","29-07-1998","Marathi","Weekly","PRASADSINGH ISHWARSINGH SENGAR","PRASADSINGH ISHWARSINGH SENGAR","Maharashtra","Yavatmal"
"22153","GRAMSEVA","MAHMAR/2009/59866","29-01-2015","Marathi","Weekly","KAMBLE RAJENDRA GOVINDRAO","KAMBLE RAJENDRA GOVINDRAO","Maharashtra","Latur"
"22154","GRAMSHALA","MPHIN/2014/60351","20-02-2015","Hindi","Monthly","SEEMA DWIVEDI","SEEMA DWIVEDI","Madhya Pradesh","Bhopal"
